Country,1950,1951,1952,1953,1954,1955, 1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Turkey,,,,286.5,281.5,276.5,271.6,266.5,261.2,255.4,249.0,242.3,235.5,228.7,221.9,215.4,209.3,203.4,197.8,192.3,186.9,181.5,175.9,170.3,164.5,158.6,152.7,146.7,140.7,134.7,128.7,122.7,116.7,110.7,104.9,99.3,93.9,88.7,83.7,79.0,74.5,70.3,66.3,62.4,58.8,55.2,51.8,48.6,45.4,42.4,39.6,36.9,34.4,32.0,29.7,27.7,25.7,23.9,22.2,20.6,19.1,17.8,16.5,15.4,14.3,13.5
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.8,133.9,129.4,124.8,120.4,116.0,111.7,107.6,103.6,100.0,96.7,94.0,91.9,90.5,89.7,89.6,89.7,89.6,89.4,88.7,87.5,85.8,83.8,81.6,79.2,76.9,74.7,72.4,70.1,68.0,66.0,63.9,61.9,60.1,58.2,56.5,54.7,53.1,51.4
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,83.9,80.3,76.9,73.6,70.7,68.1,65.9,63.9,62.3,61.0,60.0,59.3,58.8,58.3,57.8,57.2,56.4,55.4,54.3,52.9,51.4,49.7,47.8,46.0,44.2,42.6,41.1,39.8,38.7,37.6,36.6,35.6,34.6,33.6,32.6,31.7,30.7,29.8,28.9,28.0,27.1
Uganda,,,,,256.6,250.8,245.3,239.4,234.0,228.9,223.8,219.1,214.9,210.8,207.0,203.2,199.8,196.5,193.4,191.0,189.5,189.1,189.9,191.9,194.9,198.7,203.2,207.7,211.8,214.6,215.6,214.4,210.4,205.0,199.8,195.8,193.2,191.8,190.9,189.5,187.1,183.7,179.6,175.6,172.2,169.5,166.9,163.9,159.9,154.8,148.4,141.0,132.8,124.2,115.6,107.4,99.7,92.5,85.9,80.1,75.2,69.8,64.1,60.3,56.9,54.6
Ukraine,,,,,,,,,,,,,,,,,,,,,,33.8,32.6,31.6,30.7,30.0,29.4,29.0,28.5,28.0,27.4,26.6,25.7,24.7,23.8,22.7,21.8,21.0,20.3,19.8,19.5,19.5,19.7,19.9,20.2,20.5,20.5,20.3,19.9,19.2,18.5,17.6,16.7,15.9,15.1,14.5,14.0,13.4,12.9,12.3,11.8,11.2,10.6,10.0,9.5,9.0
United Arab Emirates,,,,,,,,,,,204.6,193.8,183.3,172.7,162.2,151.3,140.4,129.4,118.6,108.2,98.4,89.1,80.6,72.8,65.8,59.4,53.5,48.2,43.4,39.0,35.2,31.9,29.0,26.5,24.4,22.7,21.1,19.7,18.5,17.4,16.5,15.6,14.8,14.2,13.6,13.0,12.6,12.2,11.8,11.5,11.1,10.9,10.6,10.3,10.1,9.8,9.6,9.4,9.1,8.8,8.5,8.2,7.8,7.4,7.1,6.8
United Kingdom,36.6,35.1,33.6,32.1,30.8,29.6,28.7,28.0,27.4,27.0,26.6,26.1,25.6,24.9,24.2,23.4,22.8,22.2,21.8,21.4,21.0,20.6,20.1,19.4,18.7,18.0,17.2,16.5,15.7,14.9,14.1,13.4,12.7,12.2,11.7,11.4,11.1,10.8,10.4,9.9,9.3,8.7,8.2,7.8,7.4,7.2,7.0,6.9,6.8,6.7,6.6,6.4,6.3,6.3,6.1,6.0,5.9,5.8,5.6,5.4,5.2,5.0,4.8,4.6,4.4,4.2
United Republic of Tanzania,,261.2,259.1,257.1,255.4,253.5,251.7,249.9,248.1,246.1,244.1,242.0,240.0,237.8,235.2,232.4,229.1,225.9,222.3,218.9,215.5,212.3,208.9,205.5,201.9,198.3,194.5,190.5,186.7,183.4,181.1,179.7,178.7,178.3,177.5,176.3,174.5,172.1,169.4,167.1,165.2,163.9,162.6,161.5,159.9,157.6,154.3,149.9,144.5,137.9,130.6,122.6,114.7,106.9,99.4,92.4,85.8,79.5,73.7,68.6,63.4,58.9,55.7,53.3,50.5,48.7
United States,37.7,36.6,35.6,34.7,33.8,33.0,32.3,31.7,31.2,30.6,30.1,29.5,28.9,28.3,27.7,27.1,26.4,25.7,24.9,24.1,23.3,22.4,21.5,20.6,19.7,18.8,17.9,17.1,16.3,15.6,15.0,14.4,13.9,13.4,13.0,12.7,12.4,12.2,11.9,11.6,11.2,10.9,10.5,10.1,9.8,9.5,9.2,8.9,8.7,8.6,8.4,8.3,8.2,8.1,8.1,8.0,7.9,7.8,7.7,7.5,7.4,7.2,7.1,6.9,6.7,6.5
Uruguay,,,,,58.8,60.6,62.3,63.8,64.6,64.8,64.0,62.6,61.0,59.6,58.6,58.0,57.6,57.1,56.3,55.4,54.3,53.5,53.5,54.3,55.2,55.4,54.5,52.2,48.6,44.4,40.0,36.1,33.2,31.2,29.8,28.6,27.5,26.3,25.1,24.0,23.1,22.3,21.8,21.5,21.1,20.6,20.0,19.2,18.3,17.5,16.8,16.2,15.8,15.3,14.8,14.3,13.8,13.3,13.0,12.7,12.3,12.0,11.6,11.1,10.6,10.1
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.7,118.2,110.2,102.9,96.4,90.5,85.3,80.8,77.3,74.5,72.5,71.5,71.1,71.0,70.6,70.2,69.5,68.7,67.7,66.5,65.0,63.2,61.4,59.6,57.8,56.0,54.2,52.5,50.8,49.2,47.6,46.1,44.6,43.2,41.8,40.4,39.1
Vanuatu,,,182.6,179.4,175.9,172.4,169.0,165.8,162.7,158.9,155.2,151.0,147.0,142.4,137.7,132.9,128.1,123.0,118.1,113.2,108.6,104.2,99.9,95.9,92.1,88.5,84.8,81.1,77.1,73.0,68.7,64.3,59.9,55.6,51.5,47.8,44.6,41.7,39.3,37.3,35.6,34.1,32.9,31.9,31.0,30.4,29.9,34.1,29.1,28.8,28.5,28.2,27.9,27.9,27.9,27.9,28.0,28.2,28.2,28.4,28.5,28.6,28.6,28.4,28.1,27.5
Venezuela (Bolivarian Republic of),,121.3,115.5,110.1,105.0,100.2,95.8,91.6,87.7,84.2,81.1,78.3,75.9,73.8,72.0,70.4,68.9,67.5,66.0,64.3,62.6,60.6,58.8,56.8,55.0,53.2,51.4,49.6,47.7,45.8,43.9,42.1,40.3,38.8,37.4,36.1,34.8,33.5,32.1,30.8,29.6,28.6,27.8,27.3,26.8,26.3,25.5,24.5,23.5,27.7,21.7,21.0,20.4,19.8,19.2,18.5,17.9,17.4,17.1,16.8,16.6,16.4,16.1,15.7,15.3,14.9
Viet Nam,,,,,,,,,,,,,,,95.0,93.3,91.8,90.3,88.8,87.3,85.7,84.2,82.6,81.0,79.3,77.6,75.9,74.1,72.3,70.5,68.7,66.9,65.3,63.6,62.0,60.3,58.5,56.7,54.8,52.8,50.8,48.8,46.8,44.8,43.0,41.2,39.5,38.0,36.5,35.1,33.8,32.5,31.4,30.4,29.4,28.5,27.7,26.9,26.2,25.5,24.8,24.2,23.5,22.9,22.3,21.7
Yemen,,,,,,,,,,,,,,406.1,397.7,388.2,377.9,366.5,354.6,341.8,329.3,317.0,305.2,294.2,283.0,271.6,259.5,246.9,234.0,221.2,208.4,196.0,184.1,173.0,163.1,154.4,147.0,140.7,135.2,130.4,126.3,122.8,119.6,116.8,114.4,112.2,109.8,107.2,103.8,99.9,95.4,90.7,85.9,81.3,76.8,72.6,68.5,64.7,61.0,57.6,54.2,51.1,48.4,46.0,43.8,41.9
Zambia,,,,238.0,233.3,229.3,224.6,220.5,216.2,211.7,207.3,203.0,199.0,195.4,192.3,190.3,189.0,188.2,187.1,185.0,181.6,176.7,171.1,165.4,160.7,157.2,155.4,155.0,155.4,156.0,156.8,158.5,160.9,164.5,169.2,174.7,180.1,184.7,188.0,190.0,190.6,190.3,189.4,187.5,184.5,181.1,178.1,175.7,172.9,169.1,163.1,154.2,142.9,131.2,120.6,111.7,104.5,98.0,93.1,87.4,82.1,78.6,74.4,70.2,66.6,64.0
Zimbabwe,,,,181.8,177.2,172.6,168.0,163.8,159.5,155.1,150.7,146.1,141.6,137.2,132.8,128.6,124.7,121.1,118.1,115.8,114.0,112.6,111.7,111.1,110.7,110.4,110.0,109.4,108.4,106.4,103.4,99.4,94.7,89.8,84.9,80.6,77.1,74.6,73.5,73.9,75.8,78.8,82.7,87.0,91.2,95.5,99.2,102.0,103.9,105.2,105.8,105.6,105.1,104.0,103.0,101.9,100.0,98.0,95.4,92.9,89.5,85.6,78.5,74.5,72.3,70.7
